customer_id,health_score,health_status,days_since_last_order,total_orders,total_spend,lifecycle_stage,lifecycle_reason,health_reason
CUST00523,88,LOYAL,32,7,6890.3,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00524,71,ENGAGED,66,7,6711.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00525,78,LOYAL,81,8,8466.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00526,81,LOYAL,31,6,7353.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00527,41,AT_RISK,127,10,8693.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00528,81,LOYAL,52,7,9253.15,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00529,55,AT_RISK,89,3,1745.15,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00530,33,DORMANT,171,4,7148.5,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00531,63,ENGAGED,82,5,3678.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00532,73,ENGAGED,49,5,3826.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00533,80,LOYAL,48,4,4665.599999999999,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00534,33,DORMANT,195,4,4982.05,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00535,48,AT_RISK,122,9,12066.0,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00536,33,DORMANT,126,5,5290.65,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00537,73,ENGAGED,49,5,7314.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00538,41,AT_RISK,143,11,8179.8,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00539,81,LOYAL,39,7,6596.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00540,88,LOYAL,35,10,6073.15,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00541,33,DORMANT,206,4,4777.7,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00542,81,LOYAL,36,6,7522.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00543,95,CHAMPION,33,12,9294.4,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00544,81,LOYAL,50,8,6851.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00545,88,LOYAL,36,8,6793.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00546,25,DORMANT,221,3,1637.25,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00547,88,LOYAL,39,11,8675.15,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00548,81,LOYAL,31,6,5003.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00549,63,ENGAGED,62,5,4253.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00550,40,AT_RISK,95,4,1982.35,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00551,71,ENGAGED,88,6,8490.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00552,48,AT_RISK,96,4,5986.65,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00553,81,LOYAL,59,10,8183.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00554,81,LOYAL,33,6,7885.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00555,73,ENGAGED,36,5,4328.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00556,81,LOYAL,39,7,4433.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00557,25,DORMANT,485,3,1776.45,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00558,73,ENGAGED,40,5,9102.45,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00559,33,DORMANT,485,2,2685.85,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00560,100,CHAMPION,30,7,10056.9,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00561,73,ENGAGED,43,5,6575.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00562,100,CHAMPION,30,6,5660.5,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00563,56,AT_RISK,97,6,4587.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00564,95,CHAMPION,49,12,14636.050000000001,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00565,48,AT_RISK,141,11,12999.05,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00566,81,LOYAL,53,7,4507.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00567,65,ENGAGED,37,3,2769.9,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00568,88,LOYAL,46,9,12995.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00569,88,LOYAL,46,9,5645.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00570,88,LOYAL,39,11,14098.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00571,25,DORMANT,292,1,550.4,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00572,88,LOYAL,35,9,7107.45,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00573,25,DORMANT,218,3,1653.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00574,55,AT_RISK,76,4,1963.9,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00575,73,ENGAGED,43,5,5732.799999999999,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00576,78,LOYAL,64,8,5426.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00577,88,LOYAL,33,9,13950.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00578,88,LOYAL,31,10,13421.75,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00579,71,ENGAGED,79,6,5005.55,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00580,95,CHAMPION,36,12,13200.1,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00581,33,DORMANT,260,4,3064.0,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00582,73,ENGAGED,31,4,2082.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00583,48,AT_RISK,154,10,15084.5,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00584,81,LOYAL,40,7,6080.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00585,81,LOYAL,40,7,9480.85,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00586,33,DORMANT,146,2,2440.0,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00587,41,AT_RISK,150,7,5680.9,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00588,88,LOYAL,48,8,16497.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00589,65,ENGAGED,48,3,1618.95,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00590,41,AT_RISK,142,6,7101.6,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00591,55,AT_RISK,76,4,2749.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00592,65,ENGAGED,32,3,2636.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00593,41,AT_RISK,165,7,7644.25,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00594,63,ENGAGED,71,4,4528.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00595,73,ENGAGED,56,4,4709.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00596,70,ENGAGED,104,12,10707.15,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00597,85,LOYAL,79,12,12940.150000000001,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00598,56,AT_RISK,107,9,6668.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00599,63,ENGAGED,119,11,10110.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00600,81,LOYAL,48,9,6670.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00601,81,LOYAL,46,6,5657.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00602,95,CHAMPION,49,12,14454.1,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00603,71,ENGAGED,75,6,4565.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00604,73,ENGAGED,37,4,2822.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00605,65,ENGAGED,45,2,1584.8000000000002,NEW,Recently acquired customer beginning their relationship with the brand.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00606,71,ENGAGED,79,7,7967.95,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00607,85,LOYAL,77,12,15438.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00608,88,LOYAL,37,8,5962.85,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00609,41,AT_RISK,131,8,6591.4,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00610,96,CHAMPION,30,11,5991.2,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00611,33,DORMANT,171,4,4328.55,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00612,81,LOYAL,31,10,7939.45,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00613,55,AT_RISK,78,3,1445.35,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00614,33,DORMANT,185,3,4529.4,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00615,81,LOYAL,53,6,5696.799999999999,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00616,25,DORMANT,319,2,1553.6000000000001,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00617,88,LOYAL,34,6,7315.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00618,71,ENGAGED,74,6,9810.85,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00619,33,DORMANT,230,4,4436.9,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00620,88,LOYAL,34,8,10782.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00621,73,ENGAGED,42,4,6409.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00622,81,LOYAL,45,10,7756.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00623,81,LOYAL,59,11,8757.65,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00624,73,ENGAGED,33,5,4057.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00625,100,CHAMPION,30,8,10895.75,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00626,81,LOYAL,55,8,7075.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00627,81,LOYAL,52,7,8635.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00628,33,DORMANT,245,4,9291.8,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00629,88,LOYAL,44,9,10825.449999999999,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00630,88,LOYAL,45,11,10370.45,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00631,80,LOYAL,30,4,3038.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00632,40,AT_RISK,114,2,3564.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00633,48,AT_RISK,109,5,3432.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00634,96,CHAMPION,30,6,8301.35,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00635,71,ENGAGED,84,10,8748.55,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00636,88,LOYAL,33,7,8578.95,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00637,81,LOYAL,45,6,8908.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00638,95,CHAMPION,60,12,12262.45,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00639,88,LOYAL,36,8,7289.349999999999,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00640,63,ENGAGED,84,6,2828.15,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00641,81,LOYAL,57,11,9440.949999999999,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00642,88,LOYAL,39,7,10127.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00643,88,LOYAL,43,9,9381.7,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00644,88,LOYAL,34,10,19520.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00645,33,DORMANT,199,4,4484.599999999999,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00646,71,ENGAGED,70,6,6422.05,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00647,88,LOYAL,39,7,7442.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00648,88,LOYAL,43,10,8652.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00649,73,ENGAGED,49,1,1181.8,NEW,Recently acquired customer beginning their relationship with the brand.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00650,73,ENGAGED,46,5,4834.3,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00651,88,LOYAL,49,8,7204.799999999999,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00652,73,ENGAGED,43,5,4755.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00653,88,LOYAL,57,9,12218.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00654,55,AT_RISK,82,3,3672.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00655,71,ENGAGED,67,7,7404.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00656,88,LOYAL,32,11,10644.7,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00657,48,AT_RISK,104,4,3964.1,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00658,63,ENGAGED,93,9,9163.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00659,78,LOYAL,77,10,13353.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00660,78,LOYAL,65,11,10418.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00661,88,LOYAL,44,11,14665.400000000001,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00662,33,DORMANT,227,4,3437.15,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00663,88,LOYAL,32,9,7426.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00664,73,ENGAGED,35,4,3511.25,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00665,81,LOYAL,49,7,4644.55,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00666,33,DORMANT,284,3,3140.3,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00667,33,DORMANT,139,4,2872.3,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00668,48,AT_RISK,153,10,14636.15,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00669,78,LOYAL,77,9,12891.3,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00670,48,AT_RISK,116,3,3970.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00671,88,LOYAL,35,10,10563.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00672,48,AT_RISK,103,3,3357.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00673,70,ENGAGED,102,12,14152.9,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00674,81,LOYAL,55,7,5971.3,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00675,63,ENGAGED,120,11,15556.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00676,71,ENGAGED,75,6,7069.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00677,88,LOYAL,57,10,10435.15,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00678,88,LOYAL,42,11,12058.35,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00679,48,AT_RISK,146,10,11583.75,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00680,63,ENGAGED,96,9,11186.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00681,78,LOYAL,82,9,14656.9,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00682,63,ENGAGED,69,2,1971.25,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00683,33,DORMANT,445,3,2851.0,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00684,73,ENGAGED,57,2,5130.5,NEW,Recently acquired customer beginning their relationship with the brand.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00685,41,AT_RISK,256,6,4705.65,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Declining activity suggests a retention campaign may be beneficial.
CUST00686,71,ENGAGED,82,9,7211.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00687,33,DORMANT,204,5,3751.55,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00688,81,LOYAL,37,9,5780.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00689,73,ENGAGED,38,4,4285.3,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00690,71,ENGAGED,71,6,4206.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00691,48,AT_RISK,116,5,6356.3,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00692,33,DORMANT,400,4,4839.6,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00693,80,LOYAL,41,5,5487.85,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00694,85,LOYAL,84,12,10941.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00695,88,LOYAL,36,7,7862.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00696,65,ENGAGED,33,3,2171.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00697,65,ENGAGED,51,1,788.4,NEW,Recently acquired customer beginning their relationship with the brand.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00698,33,DORMANT,138,4,4568.35,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00699,81,LOYAL,45,6,7680.55,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00700,71,ENGAGED,61,7,5617.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00701,81,LOYAL,53,8,6316.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00702,33,DORMANT,161,4,2488.5,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00703,33,DORMANT,151,5,5602.8,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00704,88,LOYAL,33,9,9161.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00705,55,AT_RISK,180,12,15939.85,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00706,25,DORMANT,152,4,2518.55,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00707,73,ENGAGED,38,4,4645.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00708,65,ENGAGED,53,3,2404.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00709,88,LOYAL,49,9,13220.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
