customer_id,story_segment,story_stage,recommended_campaign,story_reason
CUST02381,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02382,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02383,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02384,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02385,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02386,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02387,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02388,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02389,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02390,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02391,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02392,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 3 behavioural signals associated with eco conscious home.
CUST02393,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02394,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02395,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02396,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02397,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02398,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02399,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02400,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02401,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 3 behavioural signals associated with eco conscious home.
CUST02402,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02403,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02404,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02405,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02406,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02407,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02408,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02409,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02410,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02411,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02412,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02413,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02414,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 3 behavioural signals associated with eco conscious home.
CUST02415,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02416,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 3 behavioural signals associated with eco conscious home.
CUST02417,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02418,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02419,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02420,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02421,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02422,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02423,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02424,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02425,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02426,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02427,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02428,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02429,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02430,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02431,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02432,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02433,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02434,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 3 behavioural signals associated with eco conscious home.
CUST02435,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02436,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02437,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02438,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02439,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02440,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02441,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02442,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02443,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02444,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 3 behavioural signals associated with eco conscious home.
CUST02445,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02446,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02447,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02448,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02449,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02450,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 4 behavioural signals associated with eco conscious home.
CUST02451,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02452,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02453,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02454,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02455,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02456,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02457,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02458,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02459,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02460,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02461,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02462,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02463,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02464,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02465,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02466,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02467,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02468,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02469,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02470,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02471,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02472,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02473,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 6 behavioural signals associated with wellness seeker.
CUST02474,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02475,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02476,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02477,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02478,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02479,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02480,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02481,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02482,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02483,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02484,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 3 behavioural signals associated with eco conscious home.
CUST02485,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02486,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02487,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02488,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02489,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02490,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02491,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02492,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02493,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02494,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02495,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02496,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02497,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02498,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02499,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02500,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02501,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02502,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02503,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02504,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02505,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 3 behavioural signals associated with eco conscious home.
CUST02506,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02507,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02508,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02509,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02510,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02511,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02512,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02513,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02514,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02515,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02516,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02517,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02518,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02519,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02520,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02521,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02522,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02523,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02524,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02525,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02526,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02527,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02528,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02529,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02530,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02531,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02532,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02533,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02534,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02535,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02536,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02537,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02538,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02539,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02540,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02541,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02542,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02543,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02544,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02545,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02546,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02547,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02548,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02549,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02550,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02551,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 4 behavioural signals associated with eco conscious home.
CUST02552,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02553,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 3 behavioural signals associated with eco conscious home.
CUST02554,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02555,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02556,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02557,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02558,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02559,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02560,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02561,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02562,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02563,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02564,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02565,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02566,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02567,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02568,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02569,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02570,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02571,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02572,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 4 behavioural signals associated with wellness seeker.
CUST02573,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02574,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02575,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02576,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02577,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02578,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02579,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02580,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02581,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02582,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02583,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02584,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02585,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
CUST02586,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02587,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02588,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02589,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02590,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02591,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02592,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST02593,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST02594,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST02595,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST02596,ECO_CONSCIOUS_HOME,SUSTAINABLE_LIVING,Healthy Home Collection,Detected 2 behavioural signals associated with eco conscious home.
